Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
C;Beissert und Hengge -- Garten- und Landschaftsarchitekten;Landschaftsarchitekt;Klaus Beissert, Jutta Hengge;030 42010365;mail@beissertundhengge.de;10587;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Gartenarchitektur, Freiraumplanung, seit 1995
C;Uniola -- Landschaftsarchitektur Stadtplanung;Landschaftsarchitekt;;;;;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Stadtplanung, internationale Projekte
C;GLS Garten-, Landschafts- & Sportplatzbau GmbH;Privat (GaLaBau);;;;;Berlin/Brandenburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Sportplatzbau, Außenanlagen
C;Markert GaLaBau;Privat (GaLaBau);;;;;Berlin/Brandenburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflasterarbeiten
C;Tobias Zottmann Garten- und Landschaftsbau;Privat (GaLaBau);;;;;Berlin/Brandenburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflasterarbeiten
C;SP Garten & Landschaftsbau;Privat (GaLaBau);;;;33602;Bielefeld;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Gartengestaltung, Gartenpflege, seit über 25 Jahren
C;L-A-E Landschaftsarchitekten Ehrig & Partner;Landschaftsarchitekt;;05205 87976;info@l-a-e.de;33689;Bielefeld;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Kommunale Freiraumplanung, Gartendenkmalpflege, Spielraumplanung seit 1971
C;DEBE GaLaBau;Privat (GaLaBau);;;;44795;Bochum;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Terrassenbau, Rollrasen, Treppenbau, Komplettgestaltung Außenanlagen
C;Georg Schwarzberg GaLaBau;Privat (GaLaBau);;;;44795;Bochum;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflaster, Terrassen, Mauern, Erdarbeiten
C;RMP Stephan Lenzen Landschaftsarchitekten, Bonn;Landschaftsarchitekt;Prof. Stephan Lenzen;;info@rmpsl.la;53115;Bonn;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Stadtplanung, Wegebau-Planung, Parkgestaltung
C;die3 Landschaftsarchitektur Brueckmann und Platz;Landschaftsarchitekt;Stefan Brueckmann, Ulrike Platz;0228 2425350;post@die3la.de;53113;Bonn;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Objektplanung, Gartengestaltung
C;[f] landschaftsarchitektur GmbH;Landschaftsarchitekt;Gunter Fischer;0228 90278326;;53115;Bonn;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Gartenplanung, Stadtplanung, Verkehrsplanung
C;Kandler Garten- und Landschaftsbau;Privat (GaLaBau);;;;37120;Bovenden;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, individuelle Gartengestaltung, Region Goettingen
C;GSD Galabau;Privat (GaLaBau);;;;37120;Bovenden;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Gartengestaltung, Region Goettingen/Kassel
C;Kühnbaum Gartenbau;Privat (GaLaBau);;;;;Brandenburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Terrassen, Pflasterarbeiten
C;Peter Bauer GmbH;Privat (GaLaBau);;;;;Brandenburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Außenanlagen, Pflasterarbeiten
C;Hille und Mueller Landschaftsarchitekten (Buero Hille);Landschaftsarchitekt;Korinna Hille;0531 / 123100;;38102;Braunschweig;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Objektplanung, seit 1990, Uebernahme 2022
C;Planungsbuero Hoffmann Landschaftsarchitektur GmbH;Landschaftsarchitekt;;0531 / 330394;;38102;Braunschweig;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung, 4 Landschaftsarchitekten
C;Stadt Garten- und Landschaftsbau;Privat (GaLaBau);;;;28239;Bremen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Gartengestaltung
C;schramm+partner Landschaftsarchitektur;Landschaftsarchitekt;;0421 346-6459;;28215;Bremen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung, Stadt-Natur-Landschaft
C;Frenz Landschaftsarchitekten;Landschaftsarchitekt;Christine Frenz-Roemer;0421 334-5606;info@frenz-la.de;28195;Bremen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung, oeffentliche Raeume
C;Tischendorf Landschaftsarchitektur;Landschaftsarchitekt;Sebastian Tischendorf;0421 2291303;info@tischendorf-la.de;28203;Bremen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Gartenplanung, Freiraumgestaltung
C;Kirchhelle GaLaBau;Privat (GaLaBau);;;;44577;Castrop-Rauxel;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau, Pflasterarbeiten, Gartengestaltung, Beratung und Ausführung; Einzugsgebiet Herne/Bochum"
C;Jörg Schaefer Landschaftsarchitektur;Landschaftsarchitekt;Jörg Schaefer (Inh.);06151 / 313522;;64295;Darmstadt;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;"Gartenarchitektur, Freiraumplanung, Objektplanung, Bauleitung; Raum DA/FFM/Bergstraße"
C;Planungsgruppe Darmstadt;Landschaftsarchitekt;;06151 / 9950;;64293;Darmstadt;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;"Stadtplanung, Landschaftsplanung, Freiraumplanung, Architektur; seit 1972"
C;Galabau Schaffrin;Privat (GaLaBau);;;;44329;Dortmund;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflaster, Terrassen, Gartengestaltung
C;Querbeet Garten- und Landschaftsbau;Privat (GaLaBau);;;;44149;Dortmund;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflaster, Bepflanzung
C;Grünpartner Kley;Privat (GaLaBau);;;;44149;Dortmund;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflaster, Begrünung
C;Galabau Sopi;Privat (GaLaBau);;;;44149;Dortmund;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Gartengestaltung, Terrassen
C;Normann Landschaftsarchitekten;Landschaftsarchitekt;;;;44143;Dortmund;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Landschaftsplanung, öffentliche Projekte
C;Menke Landschaftsarchitekten;Landschaftsarchitekt;Angelika Menke / Everhard Menke;;;44141;Dortmund;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, kommunale Projekte
C;GaLaBau Hessen GmbH;Privat (GaLaBau);;;;63303;Dreieich;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Terrassenbau, Zaunbau, Gartengestaltung
C;Große Landschaftsbau GmbH;Privat (GaLaBau);;;;01259;Dresden;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Neuanlagen, Pflasterarbeiten, Terrassen, Wegebau, Dachbegrünung, Bewässerung
C;UKL – Ulrich Krüger Landschaftsarchitekten;Landschaftsarchitekt;Ulrich Krüger;0351 31517;mail@krueger-landschaftsarchitekten.de;01277;Dresden;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;"Freiraum- und Landschaftsplanung, Wettbewerbe; bundesweit und international tätig; Büros in Dresden und Magdeburg"
C;Landschaftsarchitektur-Büro Grohmann;Landschaftsarchitekt;Lutz Grohmann;0351 877340;info@buero-grohmann.de;01219;Dresden;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;"Alle Aufgaben der Landschaftsarchitektur; seit 1993; 12 Mitarbeiter"
C;LOR Landschaftsarchitekten Otto + Richter PartGmbB;Landschaftsarchitekt;;0351 31908-228;kontakt@L-O-R.de;01309;Dresden;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Nachhaltige Entwurfskonzepte, klimaresiliente Lösungen, Freiraumplanung
C;Landschaftsarchitekturbüro Volker von Gagern;Landschaftsarchitekt;Volker von Gagern;0351 876-2111;info@von-gagern.de;01219;Dresden;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Garten- und Freiraumplanung
C;Lagotzki. Starke. Grütze – Landschaftsarchitekten;Landschaftsarchitekt;Ines Starke, Annegret Grütze;0351 4759673;mail@la-lsg.de;01069;Dresden;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;"Öffentliches Grün, Landschaftsplanung, Objektplanung; seit 2006"
C;360° Landschaftsgestaltung Georgi;Landschaftsarchitekt;Max Georgi;0174 9153162 / 360;360@landschaft-georgi.de;01097;Dresden;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Privatgartengestaltung, Baumkontrolle, Freiraumplanung
C;bdla Sachsen – Bund Deutscher Landschaftsarchitekt:innen;Landschaftsarchitekt;;0351 31551092;;01309;Dresden;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Berufsverband der Landschaftsarchitekten in Sachsen
C;scape Landschaftsarchitekten GmbH;Landschaftsarchitekt;Matthias Funk, Hiltrud Lintel;0211 302037;post@scape-net.de;40217;Duesseldorf;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Stadtplanung, Wegebau, Platzgestaltung (Projekte in Koeln)
C;studio grüngrau Landschaftsarchitektur GmbH (ehem. FSWLA);Landschaftsarchitekt;;0211 291060;info@studiogruengrau.de;40629;Düsseldorf;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;"Freiraumplanung, Wohnumfeld, Stadtplätze, Parks; über 2.800 Projekte seit 1971"
C;WKM Landschaftsarchitekten (Weber Klein Maas);Landschaftsarchitekt;Klaus Klein / Rolf Maas / Sebastian Riesop;0211 5988-910;wkm@wkm-la.de;40549;Düsseldorf;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Innenraumbegrünung, urbane Freiräume, Gärten, Parks, private Gartenarchitektur
C;Thorsten Zietz Landschaftsarchitekt;Landschaftsarchitekt;Thorsten Zietz;0211 65023640;;40235;Düsseldorf;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Gartenarchitektur
C;nk Landschaftsarchitektur;Landschaftsarchitekt;;;;40235;Düsseldorf;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Gartenarchitektur
C;Kastner Landschaftsarchitektur;Landschaftsarchitekt;Ursula Kastner (Inh.);;info@kastner-landschaftsarchitektur.de;65347;Eltville-Hattenheim;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Gartenarchitektur, Freiraumplanung, Parks, Privatgärten, öffentlicher Raum
C;Bauer Unternehmensgruppe – Gala Bauer;Privat (GaLaBau);;;;99084;Erfurt;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflaster- und Landschaftsbau, Beton- und Naturstein, Thüringen/Hessen/Niedersachsen
C;Trebert Landschaftsarchitektur;Landschaftsarchitekt;Martina Trebert;0361 2114323;post@la-trebert.de;99084;Erfurt;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, öffentliche und private Grünflächen
C;KH PLANWERK GmbH – Büro Thüringen;Landschaftsarchitekt;;0361 21928880;;99084;Erfurt;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschafts- und Freiraumplanung, Artenschutz, Bauleitplanung
C;Büro für Freiraumplanung Möbius;Landschaftsarchitekt;Steffen Möbius;;bfpmoebius@t-online.de;99085;Erfurt;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Landschaftsarchitektur
C;Büro für Landschaftsarchitektur Frank Feistel;Landschaftsarchitekt;Frank-Dirk Feistel;;;99092;Erfurt;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung
C;Büro Knoblich GmbH Landschaftsarchitekten;Landschaftsarchitekt;Bernd Knoblich;03362 88361;erkner@bk-landschaftsarchitekten.de;15537;Erkner;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Bauleitplanung, Umweltplanung, 3 Standorte
C;GSV GmbH – GaLaBau Erzgebirge;Privat (GaLaBau);;;;;Erzgebirge;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Garten- und Landschaftsbau im Erzgebirge
C;Galabau Rhein-Ruhr GmbH;Privat (GaLaBau);;;;45329;Essen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau, Pflasterarbeiten, Gartengestaltung, Gartenpflege, Erdarbeiten, Asphalt; GF: Andreas Möhle"
C;DTP Planungsbüro Landschaftsarchitekten GmbH;Landschaftsarchitekt;Friedhelm Terfrüchte;0201 7473610;post@dtp-essen.de;45239;Essen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Wettbewerbe, öffentliche Projekte, über 30 Jahre Erfahrung
C;Geltl GaLa Bau;Privat (GaLaBau);;;;84051;Essenbach b. Landshut;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterarbeiten (Raum Landshut)
C;Reinhold Fehmer GmbH;Privat (GaLaBau);Gundula Fehmer;;;14612;Falkensee;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Sportplatzbau, öffentliche und gewerbliche Auftraggeber, seit 1962
C;HKK Landschaftsarchitektur GmbH;Landschaftsarchitekt;Johannes Cox, Michael Sprey (GF);069 / 15392 37-60;frankfurt@hkk-landschaftsarchitektur.de;60486;Frankfurt am Main;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Objektplanung, Wettbewerbe, öffentliche Plätze und Parks
C;gruen3 -- Albrecht Schaal;Landschaftsarchitekt;Albrecht Schaal (Inh.);069 / 7072617;schaal@gruenhochdrei.de;60325;Frankfurt am Main;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Gartenarchitektur, Objektplanung für öffentliche und private Auftraggeber
C;PGNU -- Planungsgesellschaft Natur & Umwelt mbH;Landschaftsarchitekt;;069 / 952964;mail@pgnu.de;60486;Frankfurt am Main;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsplanung, Umweltverträglichkeit, Freiraumplanung, Artenschutz
C;faktorgruen Landschaftsarchitekten (Hauptsitz Freiburg);Landschaftsarchitekt;;0761 707647;freiburg@faktorgruen.de;79100;Freiburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsplanung, Freiraumplanung, Umweltplanung (gegr. 1983)
C;bhmp Planungsgesellschaft mbH;Landschaftsarchitekt;Almut Henne;0761 766969-60;info@bhmp.de;79100;Freiburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Landschaftsarchitektur, Stadtplanung
C;Büro Freiraum Berger und Fuchs;Landschaftsarchitekt;Johann Berger, Lisa Fuchs;08161 148400;servus@buero-freiraum.de;85354;Freising (Oberer Graben 3a);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Grünordnung, Landschaftsplanung, Stadtplanung
C;WGK Planung - Wette Landschaftsarchitektur;Landschaftsarchitekt;;0551 / 78956360;buero@wgk-planung.de;37073;Goettingen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Landschaftsplanung, Ressourcenschutz
C;Greenovis Group (Deutschlands größter GaLaBau-Spezialist, 20+ Standorte);Privat (GaLaBau);Karsten Suckau, Bertram Berken;;;82031;Grünwald b. München (Holding);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Pflasterarbeiten, Wegebau, Terrassen, Begrünung, Intensivpflege – komplettes GaLa-Paket „grün und grau"""
C;Lars Schubert Gartengestaltung;Privat (GaLaBau);;;;33335;Gütersloh;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Terrassenbau, Zaunbau, Gartenhäuser
C;PASD Feldmeier + Wrede Architekten BDA;Landschaftsarchitekt;Helmut Feldmeier / Jürgen Wrede;;;58095;Hagen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Architektur, Städtebau, Landschaftsarchitektur, über 90 MA, IGA-Wettbewerb Duisburg
C;HGB Gartenpflege Hamburg;Privat (GaLaBau);;;;20000;Hamburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartenpflege, GaLaBau, Gruenflaechen, Pflasterarbeiten
C;Adris GaLaBau;Privat (GaLaBau);;;;21079;Hamburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartenbau, Gartenpflege, Pflasterarbeiten, Wegebau, Terrassen
C;WES GmbH LandschaftsArchitektur;Landschaftsarchitekt;;040 27841;hamburg@wes-la.de;22303;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Staedtebau, Parkgestaltung, internationale Projekte
C;Breimann & Bruun GbR Landschaftsarchitekten;Landschaftsarchitekt;Henning Breimann;040 82277717;;22765;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Gartenarchitektur, Landschaftsplanung, oeffentliche und private Projekte
C;Bruun & Moellers Landschaften;Landschaftsarchitekt;;;;22765;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung, oeffentliche Raeume
C;MERA GmbH Landschaftsarchitekten;Landschaftsarchitekt;Nils Krieger, Johannes Huegle;040 8518753;hallo@mera.la;22763;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Stadtplaetze, Klimaanpassung, Wohnumfeld
C;L+ Landschaftsarchitektur;Landschaftsarchitekt;Felix Holzapfel-Herziger;040 42900580;info@l-plus.de;20357;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Klimaangepasste Freiraumplanung, nachhaltige Stadtentwicklung, Dachbegruenung
C;Hunck + Lorenz Freiraumplanung;Landschaftsarchitekt;;040 558930370;info@hl-freiraum.de;22767;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Gestaltung, Ausfuehrungsueberwachung
C;Jensen Landschaftsarchitekten;Landschaftsarchitekt;;040 824929;;22605;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Gartengestaltung, Gartenplanung, private und oeffentliche Freiraeume
C;LILASp Lichtenstein Landschaftsarchitektur & Stadtplanung;Landschaftsarchitekt;;;;20000;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Stadtplanung, Freiraumplanung
C;POLA Landschaftsarchitekten GmbH, Standort Hamburg;Landschaftsarchitekt;;;;22767;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Staedtebau, oeffentliche Raeume, Parks
C;BBS Landscape Engineering;Landschaftsarchitekt;;;;22765;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Generalplanung, Freiraumplanung, Grossveranstaltungen (BUGA)
C;Clasen Werning Partner Landschaftsarchitekten GmbH;Landschaftsarchitekt;;040 22946-40;info@cwphl.de;22081;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Stadtplanung, oeffentliche Freiraeume
C;Spanholtz Gartengestaltung & Landschaftsbau;Privat (GaLaBau);;;;34346;Hann. Muenden;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Region Goettingen/Kassel
C;Plan G GmbH;Privat (GaLaBau);;;;30165;Hannover;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterbau, Neuanlagen, Gartengestaltung, seit 2011
C;nsp landschaftsarchitekten stadtplaner PartGmbB;Landschaftsarchitekt;Christoph Schonhoff, Franziska Schadzek, Florian Depenbrock;0511 / 336123;;30175;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Staedtebau, Objektplanung, Wettbewerbe, seit 1970
C;chora blau Landschaftsarchitektur PartG mbB;Landschaftsarchitekt;Bjoern Bodem, Marcus Cordes, Manou Ney, Markus Schmidt;0511 / 300356-40;mail@chorablau.de;30453;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung, 3D-Visualisierung
C;ALAND Landschafts- und Umweltplanung PartGmbB;Landschaftsarchitekt;Marcel Engwer, Johannes Stegemann;0511 / 12108360;hannover@aland-nord.de;30169;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschafts- und Umweltplanung, Landschaftsoekologie, seit 1982
C;GruenPlan Landschaftsarchitekten;Landschaftsarchitekt;Thomas Schulz, Jens Krannich;0511 / 7000303;info@gruen-plan.de;30167;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Staedtische Freiraeume, oeffentliche und private Freiflaechen, seit 1985
C;adam + adam GbR Landschaftsarchitekten BDLA;Landschaftsarchitekt;Hans-Joachim Adam;0511 / 552055;;30449;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Objektplanung, Wettbewerbe
C;FREIRAUM Landschaftsarchitekten;Landschaftsarchitekt;;;;30163;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Gartengestaltung, Freiraumplanung
C;GDLA Gornik Denkel Landschaftsarchitektur;Landschaftsarchitekt;Daniel Lindemann, Achim Denkel (GF);06221 / 41627-60;info@gdla.de;69120;Heidelberg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Wettbewerbe, Objektplanung, öffentliche Anlagen und Plätze
C;VESELI & Söhne GmbH;Privat (GaLaBau);;;;74078;Heilbronn;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Erdbau, Tiefbau, Pflasterbau, GaLaBau, Wegebau
C;op-galabau;Privat (GaLaBau);;;;53773;Hennef;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Terrassen, Gruenpflege
C;GaLaBau Gruppe;Privat (GaLaBau);;;;45699;Herten;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Garten- und Landschaftsbau, Pflasterarbeiten, Baggerarbeiten, Baumpflege, überregional tätig
C;Orel + Heidrich Landschaftsarchitekten;Landschaftsarchitekt;Christine Orel, Andreas Heidrich;09132 7504827;info@orel-plus-heidrich.de;91074;Herzogenaurach (Raum Erlangen);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Objekt- und Freiraumplanung, Gartenarchitektur
C;OBATEC – GaLaBau;Privat (GaLaBau);;;;02627;Hochkirch (bei Bautzen);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Steinarbeiten, Terrassen, Pflasterarbeiten, Grünpflege, Zaunanlagen
C;Stein/Garten/Design (SGD);Privat (GaLaBau);;;;32609;Huellhorst;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Gartengestaltung, Region Minden/Herford/Bad Oeynhausen
C;Barbian Gartenbau;Privat (GaLaBau);;;;30916;Isernhagen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Gartenpflege, Beregnungsanlagen, Wegebau, seit ueber 40 Jahren
