Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
B;Staatliches Bauamt Schweinfurt;Land Bayern (StBA);Andreas Hecke (Amtsleitung);+49 9721 203-0;poststelle@stbasw.bayern.de;97422;Schweinfurt;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Erhaltung/Unterhalt klassifizierter Straßen
B;Riedel Bau GmbH;Privat (Straßenbau);;09721 / 676;;97424;Schweinfurt;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Tiefbau (TM Mainfranken seit 2019), Ingenieurbau; seit 1899"
B;Straßenbauamt Schwerin (SBL MV);Behörde;;0385 / 588-0;poststelle@sba-sn.mv-regierung.de;19061;Schwerin;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Friedrich Geiger GmbH & Co. KG;Privat (Straßenbau);;07171 / 9270;;73529;Schwäbisch Gmünd;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltbau, Tiefbau, Kanalbau; traditionsreicher Mittelständler Ostalb"
B;Salzlandkreis – Fachdienst Straßen;Behörde;;03471 / 684-0;info@kreis-slk.de;39218;Schönebeck (Elbe);Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Rädlinger Straßen- und Tiefbau GmbH;Privat (Straßenbau);Michael Russ (NL-Leiter);09280 / 98010;selbitz@raedlinger.com;95152;Selbitz;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau Nordbayern (an A9); ca. 280 MA, ~90 Mio. €/Jahr"
B;Adam Bau GmbH;Privat (Straßenbau);;06182 / 8280;;63500;Seligenstadt;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Kanalbau, Erdbau; seit 1956; Raum Offenbach/Hanau"
B;Max Bögl Bauservice GmbH & Co. KG;Privat (Straßenbau);Michael Bögl (GF);+49 9181 909-0;info@max-boegl.de;92369;Sengenthal;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Bauwerkinstandhaltung/Gussasphalt
B;RP Tübingen – Außenstelle Sigmaringen;Behörde;;07571 / 7164-0;;72488;Sigmaringen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Allgäuer Straßenbau GmbH;Privat (Straßenbau);;08321 / 8073;;87527;Sonthofen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltbau, Tiefbau, Erdbau; Raum Oberallgäu"
B;LBM Rheinland-Pfalz – Fachgruppe Speyer;Behörde;;06232 / 616-0;;67346;Speyer;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Schneider Bau GmbH + Co. KG;Privat (Straßenbau);;06232 / 671;;67346;Speyer;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Kanalbau; Raum Vorderpfalz"
B;LfS Saarland – Straßenmeisterei St. Wendel;Behörde;;06851 / 9396-0;;66606;St. Wendel;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Backes Bau- und Transporte GmbH;Privat (Straßenbau);;06851 / 9393;;66606;St. Wendel;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Erdbau, Kanalbau; Raum Nordsaarland"
B;Landkreis Schaumburg – Straßenbau;Behörde;;05721 / 703-0;info@schaumburg.de;31655;Stadthagen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Kreis Steinfurt - Straßenbauamt;Behörde;;02551 / 69-0;post@kreis-steinfurt.de;48565;Steinfurt;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Depenbrock Bau GmbH & Co. KG;Privat (Straßenbau);;05474 / 65;info@depenbrock.de;48480;Stemwede;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Ingenieurbau, Kanalbau; NL Dortmund"
B;LSBB – Regionalbereich Nord;Behörde;;03931 / 637-0;rb-nord@lsbb.sachsen-anhalt.de;39576;Stendal;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landkreis Stendal – Straßenbau;Behörde;;03931 / 607-0;info@landkreis-stendal.de;39576;Stendal;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Straßenbauamt Stralsund (SBL MV);Behörde;;03831 / 260-0;poststelle@sba-hst.mv-regierung.de;18439;Stralsund;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Straßen- und Tiefbau GmbH Stralsund;Privat (Straßenbau);;03831 / 3048;info@strassenbau-stralsund.de;18435;Stralsund;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen- und Tiefbau, Asphaltbau, Kanalbau
B;Landkreis Märkisch-Oderland - Straßenamt;Behörde;;03346 / 850-6600;strassenamt@landkreismol.de;15344;Strausberg;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Regierungspräsidium Stuttgart – Abt. 4 Straßenwesen;Behörde;;0711 / 904-0;abteilung4@rps.bwl.de;70173;Stuttgart;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;RP Stuttgart – Straßenbauamt Stuttgart;Behörde;;0711 / 904-0;;70173;Stuttgart;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Ministerium für Verkehr Baden-Württemberg;Behörde;;0711 / 231-5830;poststelle@vm.bwl.de;70173;Stuttgart;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Wolff & Müller Holding GmbH & Co. KG;Privat (Straßenbau);Dr. Albert Dürr (Vors. GF);0711 / 8204;;70599;Stuttgart;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Ingenieurbau, Infrastruktur; größtes familiengeführtes Bauunternehmen Süddeutschlands; ca. 2.000 MA"
B;Ed. Züblin AG (STRABAG) – Zentrale;Privat (Straßenbau);;0711 / 7883;;70567;Stuttgart;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Ingenieur-/Tiefbau, Tunnelbau, Brückenbau, Infrastruktur; ca. 14.000 MA weltweit"
B;STRABAG AG – Direktion Baden-Württemberg;Privat (Straßenbau);;0711 / 7883;;70567;Stuttgart;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Autobahnbau, Asphaltbau, Brückenbau; eigene Asphaltmischanlagen"
B;PORR GmbH & Co. KGaA – NL Stuttgart;Privat (Straßenbau);;0711 / 2201;;70173;Stuttgart;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Tiefbau, Infrastrukturbau, Straßenbau
B;Baresel GmbH (STRABAG) – NL Stuttgart;Privat (Straßenbau);;0711 / 2062;;70173;Stuttgart;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphaltbau, Kanalbau
B;Wolff & Müller Tief- und Straßenbau GmbH;Privat (Straßenbau);;0711 / 8204;;70599;Stuttgart;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Kanalbau, Asphaltarbeiten; operative Tochter der W&M Holding"
B;Gottlob Rommel GmbH & Co. KG;Privat (Straßenbau);;0711 / 8809;;70499;Stuttgart;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Kanalbau, Erdbau, Abbruch; traditionsreiches Stuttgarter Familienunternehmen"
B;Matthäus Schmid Bauunternehmen GmbH & Co. KG;Privat (Straßenbau);;07964 / 9000;;73497;Tannhausen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Erdbau, Kanalbau; Raum Ostalb/Ellwangen"
B;Landratsamt Main-Tauber-Kreis – Amt für Straßen- und Radwegebau;Landkreis (BW);Markus Metz (Amtsleiter);09341/82-5239;;97941;Tauberbischofsheim;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Erhaltungsprogramme, Belag-/Grundsanierungen
B;KEMNA BAU Andreae GmbH & Co. KG – NL Sachsen-Anhalt;Privat (Straßenbau);;034601 / 23;;06179;Teutschenthal;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltmischwerke, Deckenbau; einer der größten Straßenbauer Deutschlands"
B;Thiendorfer Straßen-, Tief- und Hochbau GmbH;Privat (Straßenbau);;035240 / 780;;01561;Thiendorf;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Tiefbau, Asphaltierung, Pflaster; Raum Meißen/Riesa"
B;Berger Bau SE – NL Oberbayern;Privat (Straßenbau);;08669 / 3578;;83301;Traunreut;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Verkehrswegebau, Autobahnen, Ingenieurbau; eigene Asphaltmischanlagen"
B;Staatliches Bauamt Traunstein;Behörde;;0861 / 57-0;poststelle@stbats.bayern.de;83278;Traunstein;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;J. Friedrich Storz Verkehrswegebau GmbH & Co. KG;Privat (Straßenbau);;07461 / 920;;78532;Tuttlingen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Verkehrswegebau, Asphaltbau, Tiefbau; eigene Asphaltmischanlagen; regionaler Marktführer"
B;Regierungspräsidium Tübingen – Abt. 4 Straßenwesen;Behörde;;07071 / 757-0;abteilung4@rpt.bwl.de;72072;Tübingen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;RP Tübingen – Straßenbauamt Tübingen;Behörde;;07071 / 757-0;;72072;Tübingen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Kreis Unna - Straßenverkehrsflächen;Behörde;;02303 / 27-1166;juergen.busch@kreis-unna.de;59425;Unna;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;August Birkenmeier Bau GmbH;Privat (Straßenbau);;02051 / 9277;info@birkenmeier-bau.de;42551;Velbert;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Kanalbau, Asphalt
B;Kreis Borken - Kreisbetrieb;Behörde;;02542 / 918-5300;info@kreis-borken.de;46342;Velen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Streib GmbH & Co. KG;Privat (Straßenbau);;07254 / 958;;68753;Waghäusel;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Pflasterbau; seit 1929; Raum Nordbaden"
B;Schleith GmbH Bauunternehmung;Privat (Straßenbau);;07741 / 688;;79761;Waldshut-Tiengen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Kanalbau; eigene Asphaltmischanlage; führend am Hochrhein/Südschwarzwald"
B;Kreis Warendorf - Tiefbau;Behörde;;02581 / 53-0;info@kreis-warendorf.de;48231;Warendorf;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Bodensee Asphaltbau GmbH;Privat (Straßenbau);;08382 / 98990;;88142;Wasserburg (Bodensee);Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Asphaltbau, Straßensanierung, Deckenerneuerung; Raum Lindau/Bodensee"
B;Haas Bau GmbH;Privat (Straßenbau);;08071 / 9207;;83512;Wasserburg am Inn;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltierung, Kanalbau; Raum Wasserburg"
B;Staatliches Bauamt Weilheim;Behörde;;0881 / 990-0;poststelle@stbawm.bayern.de;82362;Weilheim i.OB;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Leonhard Rössner Bau GmbH;Privat (Straßenbau);;0911 9643376;;90530;Wendelstein;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau (regional)
B;Hülskens Wasserbau GmbH & Co. KG;Privat (Straßenbau);;0281 / 204;info@huelskens.de;46483;Wesel;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Wasser-/Tiefbau, Erdbau, Infrastrukturbau; seit 1874"
B;Kreis Wesel - Tiefbau;Behörde;;0281 / 207-0;info@kreis-wesel.de;46483;Wesel;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Hessen Mobil – Zentrale;Behörde;;0611 / 366-0;post@mobil.hessen.de;65203;Wiesbaden;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;BauCom Straßen- und Tiefbau GmbH;Privat (Straßenbau);;035204 / 789;;01723;Wilsdruff;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltierung, Pflasterbau, Kanalbau; Raum Dresden"
B;Landkreis Nordwestmecklenburg - Fachdienst Straßen;Behörde;;03841 / 3040-3800;strassenamt@nordwestmecklenburg.de;23966;Wismar;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;H. Essel Straßen-, Tief- und Hochbau GmbH;Privat (Straßenbau);;03491 / 4027;;06886;Wittenberg;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Tiefbau, Asphaltierung, Pflaster; Raum Wittenberg"
B;NLStBV – Geschäftsbereich Wolfenbüttel;Behörde;;05331 / 8899-0;poststelle-wf@nlstbv.niedersachsen.de;38302;Wolfenbüttel;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landkreis Wolfenbüttel – Straßenbau;Behörde;;05331 / 84-0;info@lk-wf.de;38300;Wolfenbüttel;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;LBM Rheinland-Pfalz – Fachgruppe Worms;Behörde;;06241 / 3028-0;;67547;Worms;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Ingenieurbau Errenst;Privat (Straßenbau);;0202 / 612041;info@ingenieurbau-errenst.de;42279;Wuppertal;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Tiefbau, Straßenbau, Kanalbau, Tankstellenbau
B;Staatliches Bauamt Würzburg;Land Bayern (StBA);Dr. Ing. Michael Fuchs (vertretungsberechtigt);+49 931 392-00;poststelle@stbawue.bayern.de;97082;Würzburg;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Erhaltung/Unterhalt klassifizierter Straßen
B;ABZ Asphalt- und Betonmischwerk Zeitz GmbH;Privat (Straßenbau);;03441 / 212;;06712;Zeitz;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Asphaltproduktion, Straßenbau, Deckenbau; Mischwerk für die Region"
B;Swietelsky Baugesellschaft mbH - NL Berlin-Brandenburg;Privat (Straßenbau);-;033702 / 78;info@swietelsky.de;15806;Zossen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen- und Tiefbau, Gleisbau
B;Landesbetrieb Straßenwesen Brandenburg (LS) - Zentrale;Behörde;;033702 / 71-0;poststelle@ls.brandenburg.de;15806;Zossen OT Wünsdorf;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;LASuV – Niederlassung Zschopau;Behörde;;03725 / 358-0;nl-zschopau@lasuv.sachsen.de;09405;Zschopau;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - Niederlassung Nord;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - Außenstelle Hamburg;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - Außenstelle Lübeck;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - Außenstelle Verden;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - NL Rheinland;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - Außenstelle Köln;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - NL Westfalen;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - Außenstelle Hagen;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Autobahn GmbH - Außenstelle Hamm;Behörde;;-;;;;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
C;Vössing Ingenieurgesellschaft mbH - NL Hamburg;Ingenieurbüro;-;040 / 238838;;;20095;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;Ramboll Deutschland GmbH - NL Hamburg;Ingenieurbüro;-;040 / 302020;;;20097;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;Gauff GmbH & Co. Engineering KG - NL Hamburg;Ingenieurbüro;-;040 / 2360400;;;20097;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;OBERMEYER Infrastruktur GmbH & Co. KG - NL Hamburg;Ingenieurbüro;-;040 / 696558;;;20354;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;Inros Lackner SE - NL Hamburg;Ingenieurbüro;-;040 / 30093;;;20354;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;Schüßler-Plan Ingenieurgesellschaft mbH - NL Hamburg;Ingenieurbüro;-;040 / 32818;;;20457;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;LINDSCHULTE Ingenieurgesellschaft mbH - NL Hamburg;Ingenieurbüro;-;040 / 376677;;;20457;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;WTM Engineers GmbH;Ingenieurbüro;-;040 / 524747;;;20457;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;Arcadis Germany GmbH - NL Hamburg;Ingenieurbüro;-;040 / 696309;;;20457;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;Sweco GmbH - NL Hamburg;Ingenieurbüro;-;040 / 60288;;;20537;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hamburg
C;WPW GmbH Beraten Planen Steuern - NL Bremen;Ingenieurbüro;-;0421 / 3384;;;28195;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Bremen
C;Ingenieurbüro Robbe & Robbe GmbH;Ingenieurbüro;-;0421 / 33688;;;28195;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Bremen
C;Ingenieurgesellschaft Heidt + Peters mbH;Ingenieurbüro;-;05141 / 9333;;;29223;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Celle
C;LINDSCHULTE Ingenieurgesellschaft - NL Köln;Ingenieurbüro;-;0221 / 9228;;;50667;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Köln
C;Ingenieurbüro Vössing GmbH - NL Köln;Ingenieurbüro;-;0221 / 9373;;;50676;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Köln
C;Modus Consult Ulm GmbH - NL Köln;Ingenieurbüro;-;0221 / 9463;;;50676;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Köln
C;Bernard Gruppe - NL Köln;Ingenieurbüro;-;0221 / 9716;;;50676;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Köln
C;BSV Büro für Stadt- und Verkehrsplanung;Ingenieurbüro;Dr.-Ing. Helmut Bauer;0241 / 70210;;;52066;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Aachen
C;Ingenieurgruppe IVV GmbH & Co. KG;Ingenieurbüro;-;0241 / 94910;;;52066;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Aachen
C;Fischer Teamplan Ingenieurbüro GmbH;Ingenieurbüro;-;02402 / 9505;;;52222;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Stolberg
C;Ingenieurbüro Graff;Ingenieurbüro;-;0228 / 96986;;;53113;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Bonn
C;Scheuvens + Wachten - NL Bonn;Ingenieurbüro;-;0228 / 7669;;;53113;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Bonn
C;Ingenieurbüro Heinz + Feier GmbH;Ingenieurbüro;Dipl.-Ing. Peter Heinz;0651 / 9789;;;54290;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Trier
C;Ingenieurbüro Reinhard + Partner;Ingenieurbüro;-;0261 / 9880;;;56068;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Koblenz
C;RWP Ingenieurgesellschaft mbH;Ingenieurbüro;-;0261 / 3046;;;56068;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Koblenz
C;Runge IVP GmbH - NL Siegen;Ingenieurbüro;-;0271 / 7703;;;57072;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Siegen
C;ISR Innovative Stadt- und Raumplanung GmbH;Ingenieurbüro;-;02331 / 4822;;;58095;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hagen
C;Brilon Bondzio Weiser Ingenieurgesellschaft;Ingenieurbüro;Prof. Dr. Werner Brilon;02331 / 3786;;;58095;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Hagen
C;FIAM Hoch- und Tiefbau Ingenieure;Ingenieurbüro;;09621 / 175 03 25;info@fiam-ing.de;92224;Amberg;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Verkehrsanlagen, Asphalt-/Betonplanung, 3D-Entwässerung
C;Lindschulte Ingenieurgesellschaft;Ingenieurbüro;;0941 / 4644874;regensburg@lindschulte.de;92224;Amberg / 93049 Regensburg;Innovatives Kaltasphalt-Produkt für Ihre Instandsetzungsprojekte - ARM Asphalt Repair Mix;Generalplanung, Tiefbau, Infrastruktur
